metagenome	level 1	level 2	level 3	function	abundance	avg eValue	avg % ident	avg align len	# proteins	
4441682.3	Protein Metabolism	Protein biosynthesis	Universal GTPases	50S ribosomal subunit maturation GTPase RbgA (B. subtilis YlqF)	11	-4.00	70.08	29.50	10	
4441680.3	Protein Metabolism	Protein biosynthesis	Universal GTPases	50S ribosomal subunit maturation GTPase RbgA (B. subtilis YlqF)	7	-5.29	69.83	32.00	7	
4441679.3	Protein Metabolism	Protein biosynthesis	Universal GTPases	50S ribosomal subunit maturation GTPase RbgA (B. subtilis YlqF)	17	-5.12	73.40	30.65	16	
4441681.3	Protein Metabolism	Protein biosynthesis	Universal GTPases	50S ribosomal subunit maturation GTPase RbgA (B. subtilis YlqF)	70	-5.54	77.94	30.35	28	
4441682.3	Protein Metabolism	Protein biosynthesis	Universal GTPases	COG0536: GTP-binding protein Obg	31	-7.07	78.65	32.24	24	
4441680.3	Protein Metabolism	Protein biosynthesis	Universal GTPases	COG0536: GTP-binding protein Obg	16	-5.80	77.23	31.47	15	
4441679.3	Protein Metabolism	Protein biosynthesis	Universal GTPases	COG0536: GTP-binding protein Obg	38	-6.77	76.46	32.31	30	
4441681.3	Protein Metabolism	Protein biosynthesis	Universal GTPases	COG0536: GTP-binding protein Obg	70	-7.09	82.40	32.02	29	
4441682.3	Protein Metabolism	Protein biosynthesis	Universal GTPases	GTP-binding and nucleic acid-binding protein YchF	36	-6.08	78.94	31.00	30	
4441680.3	Protein Metabolism	Protein biosynthesis	Universal GTPases	GTP-binding and nucleic acid-binding protein YchF	21	-6.45	80.50	31.45	16	
4441679.3	Protein Metabolism	Protein biosynthesis	Universal GTPases	GTP-binding and nucleic acid-binding protein YchF	56	-6.47	80.00	31.58	41	
4441681.3	Protein Metabolism	Protein biosynthesis	Universal GTPases	GTP-binding and nucleic acid-binding protein YchF	80	-7.21	84.14	31.41	39	
4441682.3	Protein Metabolism	Protein biosynthesis	Universal GTPases	GTP-binding protein EngA	47	-5.13	74.12	30.69	34	
4441680.3	Protein Metabolism	Protein biosynthesis	Universal GTPases	GTP-binding protein EngA	37	-5.80	76.59	30.69	22	
4441679.3	Protein Metabolism	Protein biosynthesis	Universal GTPases	GTP-binding protein EngA	52	-6.06	78.94	31.00	34	
4441681.3	Protein Metabolism	Protein biosynthesis	Universal GTPases	GTP-binding protein EngA	119	-6.78	82.53	30.78	49	
4441682.3	Protein Metabolism	Protein biosynthesis	Universal GTPases	GTP-binding protein EngB	8	-6.12	71.08	33.00	8	
4441680.3	Protein Metabolism	Protein biosynthesis	Universal GTPases	GTP-binding protein EngB	11	-5.33	72.33	30.89	8	
4441679.3	Protein Metabolism	Protein biosynthesis	Universal GTPases	GTP-binding protein EngB	10	-6.60	75.79	32.40	9	
4441681.3	Protein Metabolism	Protein biosynthesis	Universal GTPases	GTP-binding protein EngB	55	-6.54	79.62	31.89	14	
4441682.3	Protein Metabolism	Protein biosynthesis	Universal GTPases	GTP-binding protein Era	17	-5.38	74.09	31.62	16	
4441680.3	Protein Metabolism	Protein biosynthesis	Universal GTPases	GTP-binding protein Era	13	-4.46	71.96	30.38	12	
4441679.3	Protein Metabolism	Protein biosynthesis	Universal GTPases	GTP-binding protein Era	27	-5.40	77.85	30.36	19	
4441681.3	Protein Metabolism	Protein biosynthesis	Universal GTPases	GTP-binding protein Era	99	-6.94	82.78	31.30	28	
4441682.3	Protein Metabolism	Protein biosynthesis	Universal GTPases	GTP-binding protein HflX	24	-6.00	80.81	31.29	20	
4441680.3	Protein Metabolism	Protein biosynthesis	Universal GTPases	GTP-binding protein HflX	15	-5.27	76.18	30.73	12	
4441679.3	Protein Metabolism	Protein biosynthesis	Universal GTPases	GTP-binding protein HflX	26	-5.92	80.91	31.76	20	
4441681.3	Protein Metabolism	Protein biosynthesis	Universal GTPases	GTP-binding protein HflX	103	-6.93	83.46	31.60	31	
4441682.3	Protein Metabolism	Protein biosynthesis	Universal GTPases	GTP-binding protein TypA/BipA	75	-5.79	76.88	30.89	55	
4441680.3	Protein Metabolism	Protein biosynthesis	Universal GTPases	GTP-binding protein TypA/BipA	65	-6.64	78.74	32.07	42	
4441679.3	Protein Metabolism	Protein biosynthesis	Universal GTPases	GTP-binding protein TypA/BipA	90	-5.94	81.13	30.15	54	
4441681.3	Protein Metabolism	Protein biosynthesis	Universal GTPases	GTP-binding protein TypA/BipA	164	-7.57	85.57	31.55	68	
4441682.3	Protein Metabolism	Protein biosynthesis	Universal GTPases	GTP-binding protein YqeH, required for biogenesis of 30S ribosome subunit	1	-4.00	61.76	34.00	1	
4441681.3	Protein Metabolism	Protein biosynthesis	Universal GTPases	GTP-binding protein YqeH, required for biogenesis of 30S ribosome subunit	3	-7.00	78.97	30.67	3	
4441682.3	Protein Metabolism	Protein biosynthesis	Universal GTPases	GTPase and tRNA-U34 5-formylation enzyme TrmE	31	-4.33	71.45	31.03	28	
4441680.3	Protein Metabolism	Protein biosynthesis	Universal GTPases	GTPase and tRNA-U34 5-formylation enzyme TrmE	13	-6.92	82.54	31.92	12	
4441679.3	Protein Metabolism	Protein biosynthesis	Universal GTPases	GTPase and tRNA-U34 5-formylation enzyme TrmE	29	-5.43	77.87	31.11	25	
4441681.3	Protein Metabolism	Protein biosynthesis	Universal GTPases	GTPase and tRNA-U34 5-formylation enzyme TrmE	98	-5.88	83.97	30.35	33	
4441682.3	Protein Metabolism	Protein biosynthesis	Universal GTPases	Probable GTPase related to EngC	3	-4.33	68.67	31.00	2	
4441680.3	Protein Metabolism	Protein biosynthesis	Universal GTPases	Probable GTPase related to EngC	1	-4.00	62.07	29.00	1	
4441679.3	Protein Metabolism	Protein biosynthesis	Universal GTPases	Probable GTPase related to EngC	2	-5.50	63.51	34.50	2	
4441681.3	Protein Metabolism	Protein biosynthesis	Universal GTPases	Probable GTPase related to EngC	2	-5.00	72.75	27.50	2	
4441682.3	Protein Metabolism	Protein biosynthesis	Universal GTPases	Ribosome small subunit-stimulated GTPase EngC	5	-3.40	68.06	30.40	5	
4441680.3	Protein Metabolism	Protein biosynthesis	Universal GTPases	Ribosome small subunit-stimulated GTPase EngC	12	-5.82	74.65	31.82	9	
4441679.3	Protein Metabolism	Protein biosynthesis	Universal GTPases	Ribosome small subunit-stimulated GTPase EngC	9	-4.11	69.05	30.33	9	
4441681.3	Protein Metabolism	Protein biosynthesis	Universal GTPases	Ribosome small subunit-stimulated GTPase EngC	60	-7.16	84.83	30.73	13	
4441682.3	Protein Metabolism	Protein biosynthesis	Universal GTPases	Signal recognition particle receptor protein FtsY (=alpha subunit) (TC 3.A.5.1.1)	35	-6.03	80.11	31.08	30	
4441680.3	Protein Metabolism	Protein biosynthesis	Universal GTPases	Signal recognition particle receptor protein FtsY (=alpha subunit) (TC 3.A.5.1.1)	25	-5.70	79.84	30.40	18	
4441679.3	Protein Metabolism	Protein biosynthesis	Universal GTPases	Signal recognition particle receptor protein FtsY (=alpha subunit) (TC 3.A.5.1.1)	37	-4.92	76.22	29.63	31	
4441681.3	Protein Metabolism	Protein biosynthesis	Universal GTPases	Signal recognition particle receptor protein FtsY (=alpha subunit) (TC 3.A.5.1.1)	66	-6.93	85.03	31.37	31	
4441682.3	Protein Metabolism	Protein biosynthesis	Universal GTPases	Signal recognition particle, subunit Ffh SRP54 (TC 3.A.5.1.1)	54	-6.00	79.00	31.61	39	
4441680.3	Protein Metabolism	Protein biosynthesis	Universal GTPases	Signal recognition particle, subunit Ffh SRP54 (TC 3.A.5.1.1)	35	-6.27	81.19	30.91	30	
4441679.3	Protein Metabolism	Protein biosynthesis	Universal GTPases	Signal recognition particle, subunit Ffh SRP54 (TC 3.A.5.1.1)	66	-5.73	79.61	30.48	50	
4441681.3	Protein Metabolism	Protein biosynthesis	Universal GTPases	Signal recognition particle, subunit Ffh SRP54 (TC 3.A.5.1.1)	108	-6.72	84.46	31.13	47	
4441682.3	Protein Metabolism	Protein biosynthesis	Universal GTPases	Translation elongation factor 1 alpha subunit	3	-7.67	81.18	31.00	3	
4441679.3	Protein Metabolism	Protein biosynthesis	Universal GTPases	Translation elongation factor 1 alpha subunit	1	-6.00	66.67	33.00	1	
4441682.3	Protein Metabolism	Protein biosynthesis	Universal GTPases	Translation elongation factor 2	1	-6.00	78.12	32.00	1	
4441680.3	Protein Metabolism	Protein biosynthesis	Universal GTPases	Translation elongation factor 2	1	-4.00	64.52	31.00	1	
4441681.3	Protein Metabolism	Protein biosynthesis	Universal GTPases	Translation elongation factor 2	1	-11.00	97.06	34.00	1	
4441682.3	Protein Metabolism	Protein biosynthesis	Universal GTPases	Translation elongation factor G	132	-6.46	79.24	31.17	90	
4441680.3	Protein Metabolism	Protein biosynthesis	Universal GTPases	Translation elongation factor G	113	-6.75	79.96	31.50	80	
4441679.3	Protein Metabolism	Protein biosynthesis	Universal GTPases	Translation elongation factor G	143	-6.74	80.45	31.20	94	
4441681.3	Protein Metabolism	Protein biosynthesis	Universal GTPases	Translation elongation factor G	235	-7.56	83.53	31.92	93	
4441682.3	Protein Metabolism	Protein biosynthesis	Universal GTPases	Translation elongation factor LepA	97	-6.31	79.89	30.95	60	
4441680.3	Protein Metabolism	Protein biosynthesis	Universal GTPases	Translation elongation factor LepA	68	-6.89	81.60	31.46	42	
4441679.3	Protein Metabolism	Protein biosynthesis	Universal GTPases	Translation elongation factor LepA	94	-6.35	80.72	30.80	61	
4441681.3	Protein Metabolism	Protein biosynthesis	Universal GTPases	Translation elongation factor LepA	171	-7.46	86.23	31.30	70	
4441682.3	Protein Metabolism	Protein biosynthesis	Universal GTPases	Translation elongation factor Tu	81	-8.11	87.93	31.81	58	
4441680.3	Protein Metabolism	Protein biosynthesis	Universal GTPases	Translation elongation factor Tu	60	-8.11	88.74	31.04	40	
4441679.3	Protein Metabolism	Protein biosynthesis	Universal GTPases	Translation elongation factor Tu	80	-7.69	88.38	30.41	63	
4441681.3	Protein Metabolism	Protein biosynthesis	Universal GTPases	Translation elongation factor Tu	187	-8.56	89.72	31.74	64	
4441682.3	Protein Metabolism	Protein biosynthesis	Universal GTPases	Translation initiation factor 2	81	-6.14	77.98	31.70	56	
4441680.3	Protein Metabolism	Protein biosynthesis	Universal GTPases	Translation initiation factor 2	54	-5.87	78.82	31.04	35	
4441679.3	Protein Metabolism	Protein biosynthesis	Universal GTPases	Translation initiation factor 2	87	-6.18	80.07	31.00	62	
4441681.3	Protein Metabolism	Protein biosynthesis	Universal GTPases	Translation initiation factor 2	272	-6.75	84.71	31.35	67	
4441682.3	Protein Metabolism	Protein biosynthesis	rRNAs	LSU rRNA	50	-4.24	70.14	30.27	46	
4441680.3	Protein Metabolism	Protein biosynthesis	rRNAs	LSU rRNA	40	-6.05	76.43	31.52	36	
4441679.3	Protein Metabolism	Protein biosynthesis	rRNAs	LSU rRNA	68	-5.05	73.31	31.10	54	
4441681.3	Protein Metabolism	Protein biosynthesis	rRNAs	LSU rRNA	433	-6.77	83.49	30.60	89	
4441682.3	Protein Metabolism	Protein biosynthesis	rRNAs	SSU rRNA	7	-3.38	67.79	30.50	7	
4441680.3	Protein Metabolism	Protein biosynthesis	rRNAs	SSU rRNA	7	-4.29	72.13	29.57	7	
4441679.3	Protein Metabolism	Protein biosynthesis	rRNAs	SSU rRNA	3	-4.00	71.10	30.00	3	
4441681.3	Protein Metabolism	Protein biosynthesis	rRNAs	SSU rRNA	33	-5.15	75.48	30.12	17	
4441682.3	Protein Metabolism	Protein biosynthesis	tRNA aminoacylation, Ala	Alanyl-tRNA synthetase (EC 6.1.1.7)	69	-6.43	78.84	30.26	46	
4441680.3	Protein Metabolism	Protein biosynthesis	tRNA aminoacylation, Ala	Alanyl-tRNA synthetase (EC 6.1.1.7)	50	-6.42	79.09	31.02	36	
4441679.3	Protein Metabolism	Protein biosynthesis	tRNA aminoacylation, Ala	Alanyl-tRNA synthetase (EC 6.1.1.7)	56	-5.44	75.95	30.08	42	
4441681.3	Protein Metabolism	Protein biosynthesis	tRNA aminoacylation, Ala	Alanyl-tRNA synthetase (EC 6.1.1.7)	167	-6.56	81.40	31.09	56	
4441682.3	Protein Metabolism	Protein biosynthesis	tRNA aminoacylation, Ala	Alanyl-tRNA synthetase (EC 6.1.1.7), mitochondrial	2	-4.00	69.05	27.50	2	
4441680.3	Protein Metabolism	Protein biosynthesis	tRNA aminoacylation, Ala	Alanyl-tRNA synthetase (EC 6.1.1.7), mitochondrial	1	-5.00	78.57	28.00	1	
4441679.3	Protein Metabolism	Protein biosynthesis	tRNA aminoacylation, Ala	Alanyl-tRNA synthetase (EC 6.1.1.7), mitochondrial	1	-7.00	70.97	31.00	1	
4441681.3	Protein Metabolism	Protein biosynthesis	tRNA aminoacylation, Ala	Alanyl-tRNA synthetase (EC 6.1.1.7), mitochondrial	1	-4.00	73.08	26.00	1	
4441682.3	Protein Metabolism	Protein biosynthesis	tRNA aminoacylation, Ala	Alanyl-tRNA synthetase family protein	1	-4.00	66.67	30.00	1	
4441679.3	Protein Metabolism	Protein biosynthesis	tRNA aminoacylation, Ala	Alanyl-tRNA synthetase family protein	1	-3.00	75.00	24.00	1	
4441682.3	Protein Metabolism	Protein biosynthesis	tRNA aminoacylation, Arg	Arginyl-tRNA synthetase (EC 6.1.1.19)	67	-5.59	75.15	30.83	42	
4441680.3	Protein Metabolism	Protein biosynthesis	tRNA aminoacylation, Arg	Arginyl-tRNA synthetase (EC 6.1.1.19)	28	-6.23	79.07	30.04	20	
4441679.3	Protein Metabolism	Protein biosynthesis	tRNA aminoacylation, Arg	Arginyl-tRNA synthetase (EC 6.1.1.19)	55	-5.00	75.07	29.32	38	
4441681.3	Protein Metabolism	Protein biosynthesis	tRNA aminoacylation, Arg	Arginyl-tRNA synthetase (EC 6.1.1.19)	116	-6.24	81.01	30.44	38	
4441682.3	Protein Metabolism	Protein biosynthesis	tRNA aminoacylation, Arg	Arginyl-tRNA synthetase (EC 6.1.1.19), mitochondrial	1	-4.00	68.97	29.00	1	
4441682.3	Protein Metabolism	Protein biosynthesis	tRNA aminoacylation, Asp and Asn	Asparaginyl-tRNA synthetase (EC 6.1.1.22)	56	-6.78	80.07	30.63	33	
4441680.3	Protein Metabolism	Protein biosynthesis	tRNA aminoacylation, Asp and Asn	Asparaginyl-tRNA synthetase (EC 6.1.1.22)	39	-6.92	79.67	31.75	25	
4441679.3	Protein Metabolism	Protein biosynthesis	tRNA aminoacylation, Asp and Asn	Asparaginyl-tRNA synthetase (EC 6.1.1.22)	62	-7.33	80.84	31.85	36	
4441681.3	Protein Metabolism	Protein biosynthesis	tRNA aminoacylation, Asp and Asn	Asparaginyl-tRNA synthetase (EC 6.1.1.22)	36	-7.42	80.36	31.85	28	
4441682.3	Protein Metabolism	Protein biosynthesis	tRNA aminoacylation, Asp and Asn	Aspartyl-tRNA synthetase (EC 6.1.1.12)	58	-5.92	76.95	30.94	46	
4441680.3	Protein Metabolism	Protein biosynthesis	tRNA aminoacylation, Asp and Asn	Aspartyl-tRNA synthetase (EC 6.1.1.12)	50	-5.70	75.79	29.94	40	
4441679.3	Protein Metabolism	Protein biosynthesis	tRNA aminoacylation, Asp and Asn	Aspartyl-tRNA synthetase (EC 6.1.1.12)	70	-5.56	77.28	29.75	59	
4441681.3	Protein Metabolism	Protein biosynthesis	tRNA aminoacylation, Asp and Asn	Aspartyl-tRNA synthetase (EC 6.1.1.12)	140	-7.67	84.03	31.59	43	
4441680.3	Protein Metabolism	Protein biosynthesis	tRNA aminoacylation, Asp and Asn	Aspartyl-tRNA synthetase (EC 6.1.1.12), mitochondrial	1	-3.00	70.83	24.00	1	
4441682.3	Protein Metabolism	Protein biosynthesis	tRNA aminoacylation, Asp and Asn	Aspartyl-tRNA(Asn) amidotransferase subunit A (EC 6.3.5.6)	15	-6.67	78.05	32.20	15	
4441680.3	Protein Metabolism	Protein biosynthesis	tRNA aminoacylation, Asp and Asn	Aspartyl-tRNA(Asn) amidotransferase subunit A (EC 6.3.5.6)	15	-6.36	77.04	32.00	14	
4441679.3	Protein Metabolism	Protein biosynthesis	tRNA aminoacylation, Asp and Asn	Aspartyl-tRNA(Asn) amidotransferase subunit A (EC 6.3.5.6)	18	-6.44	77.53	31.94	16	
4441681.3	Protein Metabolism	Protein biosynthesis	tRNA aminoacylation, Asp and Asn	Aspartyl-tRNA(Asn) amidotransferase subunit A (EC 6.3.5.6)	72	-7.33	82.71	31.87	26	
4441682.3	Protein Metabolism	Protein biosynthesis	tRNA aminoacylation, Asp and Asn	Aspartyl-tRNA(Asn) amidotransferase subunit B (EC 6.3.5.6)	16	-5.40	75.27	30.47	14	
4441680.3	Protein Metabolism	Protein biosynthesis	tRNA aminoacylation, Asp and Asn	Aspartyl-tRNA(Asn) amidotransferase subunit B (EC 6.3.5.6)	6	-3.67	72.31	28.83	6	
4441679.3	Protein Metabolism	Protein biosynthesis	tRNA aminoacylation, Asp and Asn	Aspartyl-tRNA(Asn) amidotransferase subunit B (EC 6.3.5.6)	18	-5.61	71.52	31.78	15	
4441681.3	Protein Metabolism	Protein biosynthesis	tRNA aminoacylation, Asp and Asn	Aspartyl-tRNA(Asn) amidotransferase subunit B (EC 6.3.5.6)	129	-6.63	81.93	31.37	36	
4441679.3	Protein Metabolism	Protein biosynthesis	tRNA aminoacylation, Asp and Asn	Aspartyl-tRNA(Asn) amidotransferase subunit C (EC 6.3.5.6)	3	-6.00	76.47	31.50	2	
4441681.3	Protein Metabolism	Protein biosynthesis	tRNA aminoacylation, Asp and Asn	Aspartyl-tRNA(Asn) amidotransferase subunit C (EC 6.3.5.6)	17	-6.07	87.62	29.71	4	
4441682.3	Protein Metabolism	Protein biosynthesis	tRNA aminoacylation, Asp and Asn	Aspartyl-tRNA(Asn) synthetase (EC 6.1.1.23)	25	-6.55	80.18	30.86	18	
4441680.3	Protein Metabolism	Protein biosynthesis	tRNA aminoacylation, Asp and Asn	Aspartyl-tRNA(Asn) synthetase (EC 6.1.1.23)	18	-6.12	75.71	30.41	16	
4441679.3	Protein Metabolism	Protein biosynthesis	tRNA aminoacylation, Asp and Asn	Aspartyl-tRNA(Asn) synthetase (EC 6.1.1.23)	35	-6.12	78.73	30.06	30	
